Volume,Issue,Page no.,Scan Quality,Contents Title,Author,Form ,Page layout,Illustrated,What illustration,Advertisment, Interactive ,What interactive ,Event 
,,19,Photo,N/A,Veronica Harvey ,Article,Columns,Y,Advert,"Other magazines, Disco, Hotel",N,N/A,Disco 
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
,5,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Graphic",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Graphic","Poetry book, Disco",Y,Cassette club,N
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Comic, Graphic",N,N,N/A,N
,,4,Photo,"SAPPHOSCENE, APRIL RULES",Joan Young,"Sapphoscene, Article ",Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,5,Photo,N/A,Joan Young,Article,Columns,N,N,N,N,N/A,N
,,6,Photo,N/A,Joan Young,Article,Columns,Y,Graphic,N,N,N/A,N
,,7,Photo,HETERAECETERA ,N/A,Letters,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,"AMAZON, SANDY",N/A,"Article, Comic",Columns,Y,"Title, Comic, Graphic",N,N,N/A,N
,,9,Photo,CUSTODY CASE,Jackie Forster,Interview,Columns,N,N,N,N,N/A,N
,,10,Photo,N/A,Jackie Forster,Interview,Columns,N,N,N,N,N/A,N
,,11,Photo,N/A,Jackie Forster,Interview,Columns,N,N,N,N,N/A,N
,,12,Photo,N/A,"Jackie Forster, Joan Young",Interview,Columns,Y,Graphic,Sappho promotion ,N,N/A,N
,,13,Photo,DEL MARTIN- ACTIVIST,Cindy Stein,Interview,Columns,Y,Photograph,N,N,N/A,N
,,14,Photo,N/A,Cindy Stein,Interview,Columns,N,N,N,N,N/A,N
,,15,Photo,N/A,Cindy Stein,Interview,Columns,N,N,N,N,N/A,N
,,16,Photo,BOOK REVIEW,"Gook, Myrtle Nixon",Review,Columns,Y,"Title, Advert",Hotel ,N,N/A,N
,,17,Photo,"WOE TO HIM, FILM REVIEW, CROSSWORD","Charlotte E. Cubitt, Bronwyn Geddes",Review,Columns,Y,"Title, Graphic",N,Y,Crossword,N
,,18,Photo,SPIKE,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,N/A,"Bronwyn Geddes, Cindy Stein",Review,Columns,Y,Advert,"Other magazines, Hotel, Office services, Sappho tshirt",N,N/A,N
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
,7,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Photograph, Graphic",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Comic, Graphic",N,N,N/A,N
,,4,Photo,"SAPPHOSCENE, CIRCUS",Kris Mortimer,Sapphoscene ,Columns,Y,"Title, Graphic","Disco, Meetings",N,N/A,Disco 
,,5,Photo,SHADES OF GREEN,"Kris Mortimer, Brenda Brookes",Story,Columns,N,N,N,N,N/A,N
,,6,Photo,FRIEND,N/A,Article,Columns,Y,Advert,Sappho promotion ,N,N/A,CHE Fair
,,7,Photo,HETERAECETERA ,N/A,Letters,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,"AMAZON, TRANSEXUALS",Lyn E. Stagg,Article,Columns,Y,"Title, Graphic",N,N,N/A,N
,,9,Photo,BEDROOM RESCUE,Elizabeth Rock,Story,Columns,Y,Graphic,N,N,N/A,N
,,10,Photo,CENTRESPREAD,N/A,Comic,"Illustration, Text",Y,Large Comic,N,N,N/A,N
,,11,Photo,N/A,N/A,Comic,"Illustration, Text",Y,Large Comic,N,N,N/A,N
,,12,Photo,N/A,N/A,Adverts,"Illustration, Text",Y,Advert,Holiday,Y,Form,N
,,13,Photo,"SNOWED-UP, MY SONS & I ","Rusty the Rustic, Charrlotte",Story,Columns,Y,Graphic,N,N,N/A,N
,,14,Photo,CROSSWORD,N/A,Crossword,Crossword,Y,Crossword,N,Y,Crossword,N
,,15,Photo,COMPETITION,N/A,"Competition, Poem","Illustration, Text",Y,"Photograph, Comic",Bookshop,Y,Competition,N
,,16,Photo,N/A,Charlotte,Story,Columns,Y,"Advert, Graphic","Hotel, Function room",N,N/A,N
,,17,Photo,BOOK REVIEW,"Frances Peebles, D.M.C, Kris Mortimer","Review, Letters",Columns,Y,Graphic,N,N,N/A,N
,,18,Photo,SPIKE,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,N/A,Felice Newman,Poem,Columns,Y,Advert,"Other magazines, Sappho promotion, Sappho tshirt",N,N/A,N
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
,9,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Photograph, Graphic",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,Jackie Forster,"Editorial, Credits",Text boxes,Y,"Title, Comic ",N,N,N/A,N
,,4,Photo,SAPPHOSCENE,N/A,Sapphoscene ,Columns,Y,"Title, Graphic","Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,5,Photo,OH ****!,Joan Young,Article,Columns,Y,Photograph,N,N,N/A,N
,,6,Photo,HETERAECETERA ,Joan Young,Article,Columns,N,N,N,N,N/A,N
,,7,Photo,N/A,N/A,Letters,Columns,Y,"Title, Comic ",N,Y,Letters to Sappho and replies ,N
,,8,Photo,"AMAZON, CARTOON",N/A,"Article, Comic",Columns,Y,"Title, Comic, Graphic",Hotel ,N,N/A,N
,,9,Photo,LOVER'S LEAP,Pauline Allen,Story,Columns,N,N,N,N,N/A,N
,,10,Photo,N/A,Pauline Allen,Story,Columns,Y,Advert,Café,N,N/A,N
,,11,Photo,ROBIN TYLER,Val Edwards ,Story,Columns,N,N,N,N,N/A,N
,,12,Photo,N/A,Val Edwards ,Story,Columns,N,N,N,N,N/A,N
,,13,Photo,CAR CARE,Nikki Henriques,Article,Columns,Y,Border,N,N,N/A,N
,,14,Photo,BOOK REVIEW,"Nikki Henriques, Claire Chicoteau","Article, Review",Columns,N,N,N,N,N/A,N
,,15,Photo,N/A,"Clare Chicoteau, Sue Sanders ",Review,Columns,Y,Graphic,N,N,N/A,N
,,16,Photo,BORN GAY,Barbara Davies ,Article,Columns,Y,"Advert, Comic","Sappho promotion, Function room",N,N/A,N
,,17,Photo,HERSTORY,Rosanna Gibbon-Macaulay,Comic,"Illustration, Text",Y,Large Comic,N,N,N/A,N
,,18,Photo,SPIKE REVISED,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,N/A,N/A,Sappho,Columns,Y,"Advert, Comic","Other magazines, Sappho promotion, Sappho tshirt",N,N/A,N
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
,11,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Photograph",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Comic, Graphic",N,N,N/A,N
,,4,Photo,SAPPHOSCENE,N/A,Sapphoscene ,Columns,Y,Title,"Groups, meetings",N,N/A,Gay Pride Week
,,5,Photo,THE ONE THAT GOT AWAY,JRM,"Sapphoscene, Story",Columns,Y,Comic,N,N,N/A,N
,,6,Photo,MEN PLAYING GOD,Jackie Forster,Article,Columns,N,N,N,N,N/A,N
,,7,Photo,HETERAECETERA ,N/A,Letters,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,AMAZON,N/A,"Article, Letters",Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,9,Photo,FLOWER,Jane Reynolds,"Letters, Story",Columns,Y,Border,N,Y,Letters to Sappho and replies ,N
,,10,Photo,WORDS,"Jane Reynolds, Roger Baker","Story, Article",Columns,Y,Graphic,N,N,N/A,N
,,11,Photo,PETITIONING,"Roger Baker, Kathryn Bell",Article,Columns,Y,Graphic,N,N,N/A,N
,,12,Photo,POEMS,"Kathryn Bell, E.I. LOUCH","Article, Poem",Columns,Y,Graphic,N,N,N/A,N
,,13,Photo,SANDY  ,N/A,Comic,"Illustration, Text",Y,Large Comic,Bookshop,N,N/A,N
,,14,Photo,"GAYPO, BOOK REVIEW",Rosemary Franklin,"Article, Review",Columns,Y,"Title, Advert, Comic","Café, Clothes",N,N/A,N
,,15,Photo,HALF A DAY ,"Gillian E. Hanscombe, Elizabeth Verhoef","Review, Story",Columns,Y,Graphic,N,N,N/A,N
,,16,Photo,FILM REVIEW ,"Elizabeth Verhoef, Sue Sanders, Jackie Forster ","Review, Story",Columns,Y,"Title, Photograph, Graphic",Function room,N,N/A,N
,,17,Photo,N/A,Jackie Forster,Review,Columns,Y,Photograph,N,N,N/A,N
,,18,Photo,N/A,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,N/A,Jackie Forster,Article,Columns,Y,Advert,"Other magazines, Sappho promotion, Sappho tshirt",N,N/A,N
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
8,1,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Graphic",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Comic, Graphic",N,N,N/A,N
,,4,Photo,SAPPHOSCENE,N/A,Sapphoscene ,Columns,Y,"Title, Comic ",Events,N,N/A,"Boat trip, Meetings"
,,5,Photo,FRONTIERS OF FEMINISM,Tony Lothian,Article,Columns,N,N,N,N,N/A,N
,,6,Photo,N/A,Tony Lothian,Article,Columns,N,N,N,N,N/A,N
,,7,Photo,HETERAECETERA ,N/A,Letters,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,AMAZON,N/A,Article,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,9,Photo,IMMIGRATION,Erica Joseph,Story,Columns,Y,Graphic,N,Y,Letters to Sappho and replies ,N
,,10,Photo,"INDEPENDENT WOMAN, BRIGHT AS DAY ","Erica Joseph, Jane Reynolds, Joan Young",Article,Columns,Y,Graphic,N,N,N/A,N
,,11,Photo,N/A,Joan Young,Article,Columns,N,N,N,N,N/A,N
,,12,Photo,N/A,Joan Young,Article,Columns,N,N,N,N,N/A,N
,,13,Photo,RITUALS OF THE PAST,Hilda Hamilton,Story,Columns,N,N,N,N,N/A,N
,,14,Photo,N/A,Hilda Hamilton,Story,Columns,Y,Advert,Sappho promotion ,N,N/A,N
,,15,Photo,N/A,Hilda Hamilton,Story,Columns,N,N,N,N,N/A,N
,,16,Photo,ATHEA BARTON,J. Hunter O'Shea ,Story,Columns,N,N,Function room,N,N/A,N
,,17,Photo,"CALL ME PRECIOUS, MUSIC","J. Hunter O'Shea, Margaret Nicholson, Sue Hale","Story, Review",Columns,Y,"Title, Graphic",N,N,N/A,N
,,18,Photo,N/A,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,DANCE,"Sue Hale, Helen Milton",Story,Columns,Y,"Graphic, Advert","Bookshop, Sappho tshirt",N,N/A,N
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
,3,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Graphic",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Graphic",N,N,N/A,N
,,4,Photo,SAPPHOSCENE,N/A,Sapphoscene ,Columns,Y,Title,N,N,N/A,"Meetings, Disco"
,,5,Photo,"UNEMPLOYED, REAL-LIFE DRAMA","A.L. Heritage, Rosanna Hibbert",Article,Columns,N,N,N,N,N/A,N
,,6,Photo,CARTOON,Fanny Tribble,"Article, Comic",Text boxes,Y,Large Comic,N,N,N/A,N
,,7,Photo,HETERAECETERA ,N/A,Letters,Columns,Y,"Photograph, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,"AMAZON, SANDY",N/A,"Article, Comic",Columns,Y,"Title, Comic, Graphic",N,N,N/A,N
,,9,Photo,SISTER GEORGE,Jackie Forster,Interview,Columns,Y,Photograph,N,N,N/A,N
,,10,Photo,N/A,Jackie Forster,Interview,Columns,N,N,N,N,N/A,N
,,11,Photo,POEMS,"Jackie Forster, Erica Joseph","Interview, Poems",Columns,Y,Title,N,N,N/A,N
,,12,Photo,N/A,Erica Joseph,Poem,Columns,Y,Graphic,N,N,N/A,N
,,13,Photo,N/A,Erica Joseph,Poem,Columns,Y,Graphic,N,N,N/A,N
,,14,Photo,LESBIAN MIDWIVES,Erica Joseph,Poem,"Illustration, Text",Y,Graphic,N,N,N/A,N
,,15,Photo,N/A,"Gill Hanscombe, Jackie Forster",Interview,Columns,Y,Graphic,N,N,N/A,N
,,16,Photo,N/A,"Gill Hanscombe, Jackie Forster",Interview,Columns,Y,Graphic,Function room,N,N/A,N
,,17,Photo,BOOK REVIEW,"Gill Hanscombe, Jackie Forster","Interview, Review",Columns,Y,"Title, Graphic",N,N,N/A,N
,,18,Photo,N/A,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,N/A,Jackie Forster,"Review, Article",Columns,Y,Advert,"Bookshop, Sappho tshirt",N,N/A,N
,,20,Photo,N/A,N/A,Back page,Columns,Y,"Title, Graphic",N,Y,Subscription,N
,5,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Graphic",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Comic, Graphic",N,N,N/A,N
,,4,Photo,SAPPHOSCENE,N/A,Sapphoscene ,Columns,Y,Title,N,N,N/A,Disco 
,,5,Photo,ADRIENNE RICH,Jackie Forster,Interview,Columns,Y,Photograph,N,N,N/A,N
,,6,Photo,N/A,Jackie Forster,Interview,Columns,N,N,N,N,N/A,N
,,7,Photo,HETERAECETERA ,N/A,letters,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,AMAZON,N/A,"Article, Letters",Columns,Y,"Title, Graphic",Jackie and Gill book,Y,Letters to Sappho and replies ,N
,,9,Photo,"AMUSE THEM TODAY, FRIDAY NIGHT","Erica Joseph, Helga Drummond",Story,Columns,Y,Advert,Sappho promotion ,N,N/A,N
,,10,Photo,TWO RUDE MEN,"Helga Drummond, Rosanna Hibbert",Story,Columns,N,N,N,N,N/A,N
,,11,Photo,C.N.D.,Sarah Jackson,Article,"Columns, Illustration",Y,Graphic,N,N,N/A,N
,,12,Photo,N/A,"Sarah Jackson, Laura Markowe",Article,Columns,N,N,Hotel ,N,N/A,N
,,13,Photo,VACANCIES,Linda McFarlane,Story,Columns,Y,Graphic,N,N,N/A,N
,,14,Photo,MOTHER MINE,"Linda McFarlane, Kris",Story,Columns,Y,Graphic,N,N,N/A,N
,,15,Photo,BOOK BANG,"Kris, Anna Raeburn","Story, Review",Columns,Y,"Photograph, Graphic",N,N,N/A,N
,,16,Photo,N/A,"Zed Bee, Diana Chapman",Review,Columns,N,N,N,N,N/A,N
,,17,Photo,N/A,"Diana Chapman, Jackie Forster, Geraldine Cowper",Review,Columns,Y,Border,N,N,N/A,N
,,18,Photo,N/A,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,N/A,"Geraldine Cowper, Jackie Forster",Review,Columns,Y,Graphic,"Psychotherapist, Sappho tshirt",N,N/A,N
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
,7,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Graphic",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Comic, Graphic",N,N,N/A,N
,,4,Photo,SAPPHOSCENE,N/A,Sapphoscene ,Columns,Y,Title,N,N,N/A,National Festival for Women's Rights Against The Tory Attacks
,,5,Photo,"GREEK FABLE, FROM THE HAGUE","Joyce, Rosaline Melis ",Story,Columns,Y,Graphic,N,N,N/A,N
,,6,Photo,FRIEND NOT LOVER ,"Rosaline Melis, Patricia Barry ",Story,Columns,Y,Graphic,N,N,N/A,N 
,,7,Photo,HETERAECETERA ,N/A,Letters,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,AMAZON,N/A,Article,Columns,Y,"Title, Graphic",Jackie and Gill book,N,N/A,N
,,9,Photo,N/A,N/A,Letters,Columns,N,N,Hotel ,N,Letters to Sappho and replies ,N 
,,10,Photo,L HATH NO FURY,Lorna Gulston,Story,"Columns, Illustration",Y,Large graphic,N,N,N/A,N
,,11,Photo,THIRD WORLD ,"Lorna Gulston, Joao Antonio Mascarenhas","Story, Article",Columns,N,N,N,N,N/A,N
,,12,Photo,N/A,Joao Antonio Mascarenhas,Article,Columns,N,N,N,N,N/A,N
,,13,Photo,POEMS,"Joao Antonio Mascarenhas, E.I. Louch, Pat Arrowsmith","Article, Poem",Columns,Y,Border,N,N,N/A,N
,,14,Photo,POEMS,Felicity Kulpa,Poem,Columns,N,N,N,N,N/A,N
,,15,Photo,SAPPHO TUE,N/A,Comic,"Illustration, Text",Y,Large Comic,N,N,N/A,N
,,16,Photo,"THE VOICE, CARTOON",Rebecca Lewin,Story,"Columns, Illustration",Y,Comic,N,N,N/A,N
,,17,Photo,N/A,Rebecca Lewin,Story,Columns,Y,Advert,Sappho promotion ,N,N/A,N
,,18,Photo,N/A,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,GLAD,N/A,Article,Columns,Y,Advert,Sappho tshirt,N,N/A,N
,,20,Photo,N/A,N/A,Back page,Columns,Y,"Title, Graphic",N,Y,Subscription,N
,9,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Collage",N,N,N/A,N 
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Photograph, Graphic",N,N,N/A,N
,,4,Photo,SAPPHOSCENE,N/A,Sapphoscene ,Columns,Y,Title,N,N,N/A,"Disco, Lesbian Camping, Competition"
,,5,Photo,N/A,Elizabeth Bayly,Article,Columns,Y,"Title, Graphic",N,N,N/A,N
,,6,Photo,"AMAZON, LAST SUMMER",Liz,"Article, Story",Columns,Y,"Title, Graphic",Hotel ,N,N/A,N
,,7,Photo,HETERAECETERA ,N/A,Letters,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,N/A,N/A,Letters,Columns,N,N,N,Y,Letters to Sappho and replies ,N
,,9,Photo,PSYCHE & SHEPERDESS,N/A,Graphic,Illustration ,Y,Large graphic,N,N,N/A,N
,,10,Photo,POEMS,"Rebecca Lewin, Hannah P. Rodgers, A.E. Serjaent",Poem,Columns,N,N,N,N,N/A,N
,,11,Photo,N/A,"Pat Simpson, Katharyn R Gabriella, Christine Pocock",Poem,Columns,N,N,N,N,N/A,N
,,12,Photo,BLOOD,Jenny,Story,Columns,N,N,N,N,N/A,N
,,13,Photo,"SISTERS, THE ONES THAT GOT AWAY","Lorna Gulston, Elizabeth Verhoef ",Article,Columns,N,N,N,N,N/A,N
,,14,Photo,POKING YOUR NOSE IN ,"Elizabeth Verhoef, Some Leeds Revolutionary Feminists ",Article,Columns,N,N,N,N,N/A,N
,,15,Photo,SAPPHO TUE,N/A,Comic,"Illustration, Text",Y,Large Comic,N,N,N/A,N
,,16,Photo,N/A,Some Leeds Revolutionary Feminists ,Article,Columns,Y,Advert,Vibrators,Y,Form,N
,,17,Photo,N/A,"Some Leeds Revolutionary Feminists, R. Magnani","Article, Story",Columns,Y,Advert,"Hotel, Sappho promotion",N,N/A,N
,,18,Photo,"SPIKE, GROWING OLD",N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,SAMARITAN,Brian Webb,"Article, Story",Columns,N,N,N,N,N/A,N
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
,11,1,Photo,N/A,N/A,Front Cover,Cover ,Y,"Title, Graphic",N,N,N/A,N
,,2,Photo,N/A,N/A,Sappho,Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,3,Photo,N/A,N/A,"Editorial, Credits",Text boxes,Y,"Title, Advert","Poetry book, Disco",Y,Cassette club,Disco 
,,4,Photo,SAPPHOSCENE,Rosanna Hibbert,Sapphoscene ,Columns,Y,"Title, Comic, Graphic",N,N,N/A,N
,,5,Photo,"AGRESSION, CARTOON-DIY",N/A,Article,Columns,Y,Title,N,N,N/A,N
,,6,Photo,AMAZON,N/A,Article,Columns,Y,Graphic,N,N,N/A,N
,,7,Photo,HETERAECETERA ,N/A,letters,Columns,Y,"Title, Graphic",N,Y,Letters to Sappho and replies ,N
,,8,Photo,N/A,N/A,Letters,Columns,Y,"Title, Graphic",Astrology for lesbians,Y,Letters to Sappho and replies ,N
,,9,Photo,SAPPHO STORY,"Geraldine Cowper, Jackie Forster",Article,Columns,Y,Border,N,N,N/A,N
,,10,Photo,N/A,Jackie Forster,Article,Columns,N,N,N,N,N/A,N
,,11,Photo,SHORT STORY COMPETITION,Elsa Beckett,Story,Columns,N,N,N,N,N/A,N
,,12,Photo,N/A,Elsa Beckett,Story,Columns,N,N,Music,N,N/A,N
,,13,Photo,THE CAPTRESS,N/A,Graphic,Illustration ,Y,Large graphic,N,N,N/A,N
,,14,Photo,"FOALING AROUND, BADGERED, LETTER TO MYSELF ","Kris, Mabel, L.A. Targett",Story,Columns,Y,Graphic,N,N,N/A,N
,,15,Photo,ASTROLOTUE,N/A,Comic,"Illustration, Text",Y,Large Comic,N,N,N/A,N
,,16,Photo,POEMS,"Diana Kurzman, Britt-Marie",Poem,Columns,Y,Graphic,N,N,N/A,N
,,17,Photo,N/A,"Margaret Curry, J.L., Maggie Matthews, H.J., Susan Hughes",Poem,Columns,Y,Graphic,N,N,N/A,N
,,18,Photo,SPIKE,N/A,Sappho,Columns,Y,Title,"Groups, meetings",N,N/A,Meetings for Sappho and advertised group organisations.
,,19,Photo,N/A,"Sally Bowen, Lesley Wilson, Myrtle Nixon","Article, Letters",Columns,N,N,N,N,N/A,N
,,20,Photo,N/A,N/A,Back page,Cover ,Y,"Title, Graphic",N,Y,Subscription,N
